dt,value,dy,mn,yr
2016-12-19,1428,19,12,2016
2016-12-20,1459,20,12,2016
2016-12-21,1492,21,12,2016
2016-12-22,1521,22,12,2016
2016-12-23,1547,23,12,2016
2016-12-24,1567,24,12,2016
2016-12-25,1585,25,12,2016
2016-12-26,1604,26,12,2016
2016-12-27,1627,27,12,2016
2016-12-28,1649,28,12,2016
2016-12-29,1653,29,12,2016
2016-12-30,1664,30,12,2016
2016-12-31,1670,31,12,2016
2017-01-01,1676,1,1,2017
2017-01-02,1681,2,1,2017
2017-01-03,1685,3,1,2017
2017-01-04,1689,4,1,2017
2017-01-05,1694,5,1,2017
2017-01-06,1699,6,1,2017
2017-01-07,1703,7,1,2017
2017-01-08,1709,8,1,2017
2017-01-09,1715,9,1,2017
2017-01-10,1726,10,1,2017
2017-01-11,1737,11,1,2017
2017-01-12,1752,12,1,2017
2017-01-13,1765,13,1,2017
2017-01-14,1777,14,1,2017
2017-01-15,1789,15,1,2017
2017-01-16,1813,16,1,2017
2017-01-17,1829,17,1,2017
2017-01-18,1840,18,1,2017
2017-01-19,1852,19,1,2017
2017-01-20,1863,20,1,2017
2017-01-21,1873,21,1,2017
2017-01-22,1884,22,1,2017
2017-01-23,1892,23,1,2017
2017-01-24,1900,24,1,2017
2017-01-25,1906,25,1,2017
2017-01-26,1913,26,1,2017
2017-01-27,1920,27,1,2017
2017-01-28,1929,28,1,2017
2017-01-29,1937,29,1,2017
2017-01-30,1944,30,1,2017
2017-01-31,1953,31,1,2017
2017-02-01,1958,1,2,2017
2017-02-02,1964,2,2,2017
2017-02-03,1969,3,2,2017
2017-02-04,1975,4,2,2017
2017-02-05,1981,5,2,2017
2017-02-06,1985,6,2,2017
2017-02-07,1988,7,2,2017
2017-02-08,1993,8,2,2017
2017-02-09,1998,9,2,2017
2017-02-10,2003,10,2,2017
2017-02-11,2006,11,2,2017
2017-02-12,2011,12,2,2017
2017-02-13,2014,13,2,2017
2017-02-14,2017,14,2,2017
2017-02-15,2021,15,2,2017
2017-02-16,2022,16,2,2017
2017-02-17,2025,17,2,2017
2017-02-18,2028,18,2,2017
2017-02-19,2030,19,2,2017
2017-02-20,2032,20,2,2017
2017-02-21,2035,21,2,2017
2017-02-22,2036,22,2,2017
2017-02-23,2038,23,2,2017
2017-02-24,2042,24,2,2017
2017-02-25,2042,25,2,2017
2017-02-26,2042,26,2,2017
2017-02-27,2044,27,2,2017
2017-02-28,2045,28,2,2017
2017-03-01,2044,1,3,2017
2017-03-02,2044,2,3,2017
2017-03-03,2043,3,3,2017
2017-03-04,2043,4,3,2017
2017-03-05,2044,5,3,2017
2017-03-06,2044,6,3,2017
2017-03-07,2043,7,3,2017
2017-03-08,2043,8,3,2017
2017-03-09,2047,9,3,2017
2017-03-10,2048,10,3,2017
2017-03-11,2054,11,3,2017
2017-03-12,2055,12,3,2017
2017-03-13,2059,13,3,2017
2017-03-14,2061,14,3,2017
2017-03-15,2063,15,3,2017
2017-03-16,2064,16,3,2017
2017-03-17,2064,17,3,2017
2017-03-18,2068,18,3,2017
2017-03-19,2070,19,3,2017
2017-03-20,2074,20,3,2017
2017-03-21,2076,21,3,2017
2017-03-22,2078,22,3,2017
2017-03-23,2082,23,3,2017
2017-03-24,2085,24,3,2017
2017-03-25,2087,25,3,2017
2017-03-26,2090,26,3,2017
2017-03-27,2090,27,3,2017
2017-03-28,2095,28,3,2017
2017-03-29,2098,29,3,2017
2017-03-30,2099,30,3,2017
2017-03-31,2102,31,3,2017
2017-04-01,2103,1,4,2017
2017-04-02,2104,2,4,2017
2017-04-03,2106,3,4,2017
2017-04-04,2106,4,4,2017
2017-04-05,2108,5,4,2017
2017-04-06,2109,6,4,2017
2017-04-07,2109,7,4,2017
2017-04-08,2109,8,4,2017
2017-04-09,2111,9,4,2017
2017-04-10,2114,10,4,2017
2017-04-11,2115,11,4,2017
2017-04-12,2116,12,4,2017
2017-04-13,2117,13,4,2017
2017-04-14,2120,14,4,2017
2017-04-15,2122,15,4,2017
2017-04-16,2125,16,4,2017
2017-04-17,2126,17,4,2017
2017-04-18,2127,18,4,2017
2017-04-19,2129,19,4,2017
2017-04-20,2131,20,4,2017
2017-04-21,2133,21,4,2017
2017-04-22,2137,22,4,2017
2017-04-23,2138,23,4,2017
2017-04-24,2138,24,4,2017
2017-04-25,2138,25,4,2017
2017-04-26,2139,26,4,2017
2017-04-27,2143,27,4,2017
2017-04-28,2145,28,4,2017
2017-04-29,2146,29,4,2017
2017-04-30,2148,30,4,2017
2017-05-01,2149,1,5,2017
2017-05-02,2150,2,5,2017
2017-05-03,2151,3,5,2017
2017-05-04,2152,4,5,2017
2017-05-05,2152,5,5,2017
2017-05-06,2153,6,5,2017
2017-05-07,2153,7,5,2017
2017-05-08,2154,8,5,2017
2017-05-09,2156,9,5,2017
2017-05-10,2157,10,5,2017
2017-05-11,2157,11,5,2017
2017-05-12,2157,12,5,2017
2017-05-13,2156,13,5,2017
2017-05-14,2156,14,5,2017
2017-05-15,2157,15,5,2017
2017-05-16,2157,16,5,2017
2017-05-17,2157,17,5,2017
2017-05-18,2156,18,5,2017
2017-05-19,2156,19,5,2017
2017-05-20,2156,20,5,2017
2017-05-21,2156,21,5,2017
2017-05-22,2156,22,5,2017
2017-05-23,2156,23,5,2017
2017-05-24,2157,24,5,2017
2017-05-25,2158,25,5,2017
2017-05-26,2156,26,5,2017
2017-05-27,2156,27,5,2017
2017-05-28,2156,28,5,2017
2017-05-29,2155,29,5,2017
2017-05-30,2157,30,5,2017
2017-05-31,2156,31,5,2017
2017-06-01,2154,1,6,2017
2017-06-02,2154,2,6,2017
2017-06-03,2152,3,6,2017
2017-06-04,2150,4,6,2017
2017-06-05,2149,5,6,2017
2017-06-06,2148,6,6,2017
2017-06-07,2149,7,6,2017
2017-06-08,2148,8,6,2017
2017-06-09,2146,9,6,2017
2017-06-10,2143,10,6,2017
2017-06-11,2141,11,6,2017
2017-06-12,2140,12,6,2017
2017-06-13,2139,13,6,2017
2017-06-14,2136,14,6,2017
2017-06-15,2135,15,6,2017
2017-06-16,2133,16,6,2017
2017-06-17,2129,17,6,2017
2017-06-18,2127,18,6,2017
2017-06-19,2123,19,6,2017
2017-06-20,2120,20,6,2017
2017-06-21,2116,21,6,2017
2017-06-22,2112,22,6,2017
2017-06-23,2109,23,6,2017
2017-06-24,2105,24,6,2017
2017-06-25,2102,25,6,2017
2017-06-26,2099,26,6,2017
2017-06-27,2093,27,6,2017
2017-06-28,2089,28,6,2017
2017-06-29,2084,29,6,2017
2017-06-30,2079,30,6,2017
2017-07-01,2075,1,7,2017
2017-07-02,2071,2,7,2017
2017-07-03,2065,3,7,2017
2017-07-04,2059,4,7,2017
2017-07-05,2054,5,7,2017
2017-07-06,2048,6,7,2017
2017-07-07,2041,7,7,2017
2017-07-08,2033,8,7,2017
2017-07-09,2024,9,7,2017
2017-07-10,2015,10,7,2017
2017-07-11,2006,11,7,2017
2017-07-12,1997,12,7,2017
2017-07-13,1987,13,7,2017
2017-07-14,1976,14,7,2017
2017-07-15,1964,15,7,2017
2017-07-16,1953,16,7,2017
2017-07-17,1940,17,7,2017
2017-07-18,1927,18,7,2017
2017-07-19,1912,19,7,2017
2017-07-20,1896,20,7,2017
2017-07-21,1879,21,7,2017
2017-07-22,1862,22,7,2017
2017-07-23,1843,23,7,2017
2017-07-24,1820,24,7,2017
2017-07-25,1797,25,7,2017
2017-07-26,1769,26,7,2017
2017-07-27,1741,27,7,2017
2017-07-28,1715,28,7,2017
2017-07-29,1693,29,7,2017
2017-07-30,1672,30,7,2017
2017-07-31,1652,31,7,2017
2017-08-01,1631,1,8,2017
2017-08-02,1609,2,8,2017
2017-08-03,1587,3,8,2017
2017-08-04,1564,4,8,2017
2017-08-05,1540,5,8,2017
2017-08-06,1519,6,8,2017
2017-08-07,1496,7,8,2017
2017-08-08,1475,8,8,2017
2017-08-09,1454,9,8,2017
2017-08-10,1432,10,8,2017
2017-08-11,1404,11,8,2017
2017-08-12,1377,12,8,2017
2017-08-13,1350,13,8,2017
2017-08-14,1321,14,8,2017
2017-08-15,1295,15,8,2017
2017-08-16,1272,16,8,2017
2017-08-17,1251,17,8,2017
2017-08-18,1229,18,8,2017
2017-08-19,1212,19,8,2017
2017-08-20,1192,20,8,2017
2017-08-21,1174,21,8,2017
2017-08-22,1156,22,8,2017
2017-08-23,1137,23,8,2017
2017-08-24,1118,24,8,2017
2017-08-25,1101,25,8,2017
2017-08-26,1085,26,8,2017
2017-08-27,1071,27,8,2017
2017-08-28,1058,28,8,2017
2017-08-29,1047,29,8,2017
2017-08-30,1043,30,8,2017
2017-08-31,1048,31,8,2017
2017-09-01,1060,1,9,2017
2017-09-02,1076,2,9,2017
2017-09-03,1095,3,9,2017
2017-09-04,1113,4,9,2017
2017-09-05,1130,5,9,2017
2017-09-06,1141,6,9,2017
2017-09-07,1150,7,9,2017
2017-09-08,1160,8,9,2017
2017-09-09,1166,9,9,2017
2017-09-10,1171,10,9,2017
2017-09-11,1174,11,9,2017
2017-09-12,1175,12,9,2017
2017-09-13,1164,13,9,2017
2017-09-14,1150,14,9,2017
2017-09-15,1141,15,9,2017
2017-09-16,1134,16,9,2017
2017-09-17,1124,17,9,2017
2017-09-18,1115,18,9,2017
2017-09-19,1107,19,9,2017
2017-09-20,1099,20,9,2017
2017-09-21,1094,21,9,2017
2017-09-22,1090,22,9,2017
2017-09-23,1090,23,9,2017
2017-09-24,1092,24,9,2017
2017-09-25,1098,25,9,2017
2017-09-26,1111,26,9,2017
2017-09-27,1135,27,9,2017
2017-09-28,1168,28,9,2017
2017-09-29,1204,29,9,2017
2017-09-30,1237,30,9,2017
2017-10-01,1268,1,10,2017
2017-10-02,1279,2,10,2017
2017-10-03,1291,3,10,2017
2017-10-04,1299,4,10,2017
2017-10-05,1301,5,10,2017
2017-10-06,1302,6,10,2017
2017-10-07,1302,7,10,2017
2017-10-08,1302,8,10,2017
2017-10-09,1302,9,10,2017
2017-10-10,1304,10,10,2017
2017-10-11,1307,11,10,2017
2017-10-12,1316,12,10,2017
2017-10-13,1325,13,10,2017
2017-10-14,1329,14,10,2017
2017-10-15,1335,15,10,2017
2017-10-16,1337,16,10,2017
2017-10-17,1338,17,10,2017
2017-10-18,1335,18,10,2017
2017-10-19,1330,19,10,2017
2017-10-20,1323,20,10,2017
2017-10-21,1318,21,10,2017
2017-10-22,1312,22,10,2017
2017-10-23,1308,23,10,2017
2017-10-24,1308,24,10,2017
2017-10-25,1313,25,10,2017
2017-10-26,1324,26,10,2017
2017-10-27,1341,27,10,2017
2017-10-28,1363,28,10,2017
2017-10-29,1385,29,10,2017
2017-10-30,1409,30,10,2017
2017-10-31,1431,31,10,2017
2017-11-01,1453,1,11,2017
2017-11-02,1476,2,11,2017
2017-11-03,1496,3,11,2017
2017-11-04,1513,4,11,2017
2017-11-05,1526,5,11,2017
2017-11-06,1535,6,11,2017
2017-11-07,1541,7,11,2017
2017-11-08,1544,8,11,2017
2017-11-09,1545,9,11,2017
2017-11-10,1545,10,11,2017
2017-11-11,1542,11,11,2017
2017-11-12,1540,12,11,2017
2017-11-13,1540,13,11,2017
2017-11-14,1543,14,11,2017
2017-11-15,1548,15,11,2017
2017-11-16,1553,16,11,2017
2017-11-17,1560,17,11,2017
2017-11-18,1567,18,11,2017
2017-11-19,1574,19,11,2017
2017-11-20,1580,20,11,2017
2017-11-21,1587,21,11,2017
2017-11-22,1594,22,11,2017
2017-11-23,1600,23,11,2017
2017-11-24,1607,24,11,2017
2017-11-25,1612,25,11,2017
2017-11-26,1617,26,11,2017
2017-11-27,1621,27,11,2017
2017-11-28,1622,28,11,2017
2017-11-29,1623,29,11,2017
2017-11-30,1624,30,11,2017
2017-12-01,1624,1,12,2017
2017-12-02,1624,2,12,2017
2017-12-03,1624,3,12,2017
2017-12-04,1622,4,12,2017
2017-12-05,1618,5,12,2017
2017-12-06,1615,6,12,2017
2017-12-07,1612,7,12,2017
2017-12-08,1609,8,12,2017
2017-12-09,1610,9,12,2017
2017-12-10,1613,10,12,2017
2017-12-11,1620,11,12,2017
2017-12-12,1628,12,12,2017
2017-12-13,1638,13,12,2017
2017-12-14,1646,14,12,2017
2017-12-15,1655,15,12,2017
2017-12-16,1662,16,12,2017
2017-12-17,1671,17,12,2017
2017-12-18,1678,18,12,2017
2017-12-19,1685,19,12,2017
2017-12-20,1695,20,12,2017
2017-12-21,1704,21,12,2017
2017-12-22,1712,22,12,2017
2017-12-23,1717,23,12,2017
2017-12-24,1719,24,12,2017
2017-12-25,1722,25,12,2017
2017-12-26,1724,26,12,2017
2017-12-27,1725,27,12,2017
2017-12-28,1727,28,12,2017
2017-12-29,1725,29,12,2017
2017-12-30,1721,30,12,2017
2017-12-31,1717,31,12,2017
2018-01-01,1713,1,1,2018
2018-01-02,1709,2,1,2018
2018-01-03,1704,3,1,2018
2018-01-04,1702,4,1,2018
2018-01-05,1697,5,1,2018
2018-01-06,1693,6,1,2018
2018-01-07,1692,7,1,2018
2018-01-08,1690,8,1,2018
2018-01-09,1691,9,1,2018
2018-01-10,1695,10,1,2018
2018-01-11,1697,11,1,2018
2018-01-12,1699,12,1,2018
2018-01-13,1702,13,1,2018
2018-01-14,1706,14,1,2018
2018-01-15,1711,15,1,2018
2018-01-16,1713,16,1,2018
2018-01-17,1715,17,1,2018
2018-01-18,1722,18,1,2018
2018-01-19,1732,19,1,2018
2018-01-20,1743,20,1,2018
2018-01-21,1754,21,1,2018
2018-01-22,1764,22,1,2018
2018-01-23,1775,23,1,2018
2018-01-24,1785,24,1,2018
2018-01-25,1795,25,1,2018
2018-01-26,1804,26,1,2018
2018-01-27,1813,27,1,2018
2018-01-28,1821,28,1,2018
2018-01-29,1829,29,1,2018
2018-01-30,1837,30,1,2018
2018-01-31,1845,31,1,2018
2018-02-01,1852,1,2,2018
2018-02-02,1860,2,2,2018
2018-02-03,1868,3,2,2018
2018-02-04,1875,4,2,2018
2018-02-05,1884,5,2,2018
2018-02-06,1890,6,2,2018
2018-02-07,1895,7,2,2018
2018-02-08,1901,8,2,2018
2018-02-09,1905,9,2,2018
2018-02-10,1908,10,2,2018
2018-02-11,1910,11,2,2018
2018-02-12,1913,12,2,2018
2018-02-13,1913,13,2,2018
2018-02-14,1913,14,2,2018
2018-02-15,1913,15,2,2018
2018-02-16,1912,16,2,2018
2018-02-17,1910,17,2,2018
2018-02-18,1909,18,2,2018
2018-02-19,1908,19,2,2018
2018-02-20,1903,20,2,2018
2018-02-21,1895,21,2,2018
2018-02-22,1890,22,2,2018
2018-02-23,1887,23,2,2018
2018-02-24,1881,24,2,2018
2018-02-25,1873,25,2,2018
2018-02-26,1869,26,2,2018
2018-02-27,1866,27,2,2018
2018-02-28,1860,28,2,2018
2018-03-01,1855,1,3,2018
2018-03-02,1851,2,3,2018
2018-03-03,1849,3,3,2018
2018-03-04,1845,4,3,2018
2018-03-05,1843,5,3,2018
2018-03-06,1840,6,3,2018
2018-03-07,1836,7,3,2018
2018-03-08,1832,8,3,2018
2018-03-09,1827,9,3,2018
2018-03-10,1823,10,3,2018
2018-03-11,1818,11,3,2018
2018-03-12,1816,12,3,2018
2018-03-13,1813,13,3,2018
2018-03-14,1810,14,3,2018
2018-03-15,1808,15,3,2018
2018-03-16,1806,16,3,2018
2018-03-17,1803,17,3,2018
2018-03-18,1802,18,3,2018
2018-03-19,1800,19,3,2018
2018-03-20,1798,20,3,2018
2018-03-21,1799,21,3,2018
2018-03-22,1799,22,3,2018
2018-03-23,1799,23,3,2018
2018-03-24,1799,24,3,2018
2018-03-25,1799,25,3,2018
2018-03-26,1800,26,3,2018
2018-03-27,1803,27,3,2018
2018-03-28,1808,28,3,2018
2018-03-29,1810,29,3,2018
2018-03-30,1813,30,3,2018
2018-03-31,1819,31,3,2018
2018-04-01,1823,1,4,2018
2018-04-02,1826,2,4,2018
2018-04-03,1830,3,4,2018
2018-04-04,1836,4,4,2018
2018-04-05,1841,5,4,2018
2018-04-06,1845,6,4,2018
2018-04-07,1851,7,4,2018
2018-04-08,1858,8,4,2018
2018-04-09,1863,9,4,2018
2018-04-10,1868,10,4,2018
2018-04-11,1873,11,4,2018
2018-04-12,1880,12,4,2018
2018-04-13,1887,13,4,2018
2018-04-14,1892,14,4,2018
2018-04-15,1901,15,4,2018
2018-04-16,1907,16,4,2018
2018-04-17,1911,17,4,2018
2018-04-18,1919,18,4,2018
2018-04-19,1927,19,4,2018
2018-04-20,1933,20,4,2018
2018-04-21,1937,21,4,2018
2018-04-22,1942,22,4,2018
2018-04-23,1947,23,4,2018
2018-04-24,1952,24,4,2018
2018-04-25,1957,25,4,2018
2018-04-26,1962,26,4,2018
2018-04-27,1967,27,4,2018
2018-04-28,1971,28,4,2018
2018-04-29,1974,29,4,2018
2018-04-30,1979,30,4,2018
2018-05-01,1983,1,5,2018
2018-05-02,1990,2,5,2018
2018-05-03,1991,3,5,2018
2018-05-04,1995,4,5,2018
2018-05-05,1999,5,5,2018
2018-05-06,2002,6,5,2018
2018-05-07,2007,7,5,2018
2018-05-08,2010,8,5,2018
2018-05-09,2016,9,5,2018
2018-05-10,2019,10,5,2018
2018-05-11,2022,11,5,2018
2018-05-12,2025,12,5,2018
2018-05-13,2027,13,5,2018
2018-05-14,2031,14,5,2018
2018-05-15,2035,15,5,2018
2018-05-16,2037,16,5,2018
2018-05-17,2039,17,5,2018
2018-05-18,2043,18,5,2018
2018-05-19,2045,19,5,2018
2018-05-20,2047,20,5,2018
2018-05-21,2051,21,5,2018
2018-05-22,2055,22,5,2018
2018-05-23,2061,23,5,2018
2018-05-24,2063,24,5,2018
2018-05-25,2065,25,5,2018
2018-05-26,2069,26,5,2018
2018-05-27,2071,27,5,2018
2018-05-28,2074,28,5,2018
2018-05-29,2077,29,5,2018
2018-05-30,2080,30,5,2018
2018-05-31,2083,31,5,2018
2018-06-01,2085,1,6,2018
2018-06-02,2086,2,6,2018
2018-06-03,2088,3,6,2018
2018-06-04,2091,4,6,2018
2018-06-05,2092,5,6,2018
2018-06-06,2093,6,6,2018
2018-06-07,2094,7,6,2018
2018-06-08,2095,8,6,2018
2018-06-09,2096,9,6,2018
2018-06-10,2096,10,6,2018
2018-06-11,2096,11,6,2018
2018-06-12,2096,12,6,2018
2018-06-13,2096,13,6,2018
2018-06-14,2095,14,6,2018
2018-06-15,2095,15,6,2018
2018-06-16,2095,16,6,2018
2018-06-17,2095,17,6,2018
2018-06-18,2093,18,6,2018
2018-06-19,2092,19,6,2018
2018-06-20,2092,20,6,2018
2018-06-21,2091,21,6,2018
2018-06-22,2091,22,6,2018
2018-06-23,2090,23,6,2018
2018-06-24,2089,24,6,2018
2018-06-25,2086,25,6,2018
2018-06-26,2084,26,6,2018
2018-06-27,2082,27,6,2018
2018-06-28,2080,28,6,2018
2018-06-29,2075,29,6,2018
2018-06-30,2071,30,6,2018
2018-07-01,2067,1,7,2018
2018-07-02,2062,2,7,2018
2018-07-03,2057,3,7,2018
2018-07-04,2050,4,7,2018
2018-07-05,2041,5,7,2018
2018-07-06,2032,6,7,2018
2018-07-07,2022,7,7,2018
2018-07-08,2010,8,7,2018
2018-07-09,1999,9,7,2018
2018-07-10,1987,10,7,2018
2018-07-11,1971,11,7,2018
2018-07-12,1955,12,7,2018
2018-07-13,1938,13,7,2018
2018-07-14,1918,14,7,2018
2018-07-15,1902,15,7,2018
2018-07-16,1884,16,7,2018
2018-07-17,1865,17,7,2018
2018-07-18,1844,18,7,2018
2018-07-19,1823,19,7,2018
2018-07-20,1803,20,7,2018
2018-07-21,1784,21,7,2018
2018-07-22,1765,22,7,2018
2018-07-23,1744,23,7,2018
2018-07-24,1728,24,7,2018
2018-07-25,1713,25,7,2018
2018-07-26,1698,26,7,2018
2018-07-27,1687,27,7,2018
2018-07-28,1673,28,7,2018
2018-07-29,1663,29,7,2018
2018-07-30,1654,30,7,2018
2018-07-31,1647,31,7,2018
2018-08-01,1642,1,8,2018
2018-08-02,1640,2,8,2018
2018-08-03,1639,3,8,2018
2018-08-04,1638,4,8,2018
2018-08-05,1638,5,8,2018
2018-08-06,1637,6,8,2018
2018-08-07,1636,7,8,2018
2018-08-08,1634,8,8,2018
2018-08-09,1630,9,8,2018
2018-08-10,1625,10,8,2018
2018-08-11,1619,11,8,2018
2018-08-12,1610,12,8,2018
2018-08-13,1603,13,8,2018
2018-08-14,1594,14,8,2018
2018-08-15,1585,15,8,2018
2018-08-16,1579,16,8,2018
2018-08-17,1574,17,8,2018
2018-08-18,1569,18,8,2018
2018-08-19,1564,19,8,2018
2018-08-20,1561,20,8,2018
2018-08-21,1560,21,8,2018
2018-08-22,1558,22,8,2018
2018-08-23,1556,23,8,2018
2018-08-24,1553,24,8,2018
2018-08-25,1550,25,8,2018
2018-08-26,1549,26,8,2018
2018-08-27,1550,27,8,2018
2018-08-28,1553,28,8,2018
2018-08-29,1555,29,8,2018
2018-08-30,1556,30,8,2018
2018-08-31,1556,31,8,2018
2018-09-01,1556,1,9,2018
2018-09-02,1553,2,9,2018
2018-09-03,1549,3,9,2018
2018-09-04,1547,4,9,2018
2018-09-05,1540,5,9,2018
2018-09-06,1533,6,9,2018
2018-09-07,1521,7,9,2018
2018-09-08,1511,8,9,2018
2018-09-09,1501,9,9,2018
2018-09-10,1494,10,9,2018
2018-09-11,1481,11,9,2018
2018-09-12,1467,12,9,2018
2018-09-13,1451,13,9,2018
2018-09-14,1436,14,9,2018
2018-09-15,1424,15,9,2018
2018-09-16,1410,16,9,2018
2018-09-17,1394,17,9,2018
2018-09-18,1376,18,9,2018
2018-09-19,1357,19,9,2018
2018-09-20,1337,20,9,2018
2018-09-21,1317,21,9,2018
2018-09-22,1297,22,9,2018
2018-09-23,1275,23,9,2018
2018-09-24,1251,24,9,2018
2018-09-25,1229,25,9,2018
2018-09-26,1204,26,9,2018
2018-09-27,1181,27,9,2018
2018-09-28,1161,28,9,2018
2018-09-29,1142,29,9,2018
2018-09-30,1126,30,9,2018
2018-10-01,1107,1,10,2018
2018-10-02,1088,2,10,2018
2018-10-03,1072,3,10,2018
2018-10-04,1060,4,10,2018
2018-10-05,1052,5,10,2018
2018-10-06,1048,6,10,2018
2018-10-07,1047,7,10,2018
2018-10-08,1051,8,10,2018
2018-10-09,1058,9,10,2018
2018-10-10,1067,10,10,2018
2018-10-11,1078,11,10,2018
2018-10-12,1089,12,10,2018
2018-10-13,1101,13,10,2018
2018-10-14,1118,14,10,2018
2018-10-15,1143,15,10,2018
2018-10-16,1171,16,10,2018
2018-10-17,1202,17,10,2018
2018-10-18,1231,18,10,2018
2018-10-19,1254,19,10,2018
2018-10-20,1272,20,10,2018
2018-10-21,1286,21,10,2018
2018-10-22,1295,22,10,2018
2018-10-23,1301,23,10,2018
2018-10-24,1305,24,10,2018
2018-10-25,1309,25,10,2018
2018-10-26,1310,26,10,2018
2018-10-27,1310,27,10,2018
2018-10-28,1308,28,10,2018
2018-10-29,1303,29,10,2018
2018-10-30,1301,30,10,2018
2018-10-31,1302,31,10,2018
2018-11-01,1305,1,11,2018
2018-11-02,1311,2,11,2018
2018-11-03,1316,3,11,2018
2018-11-04,1323,4,11,2018
2018-11-05,1336,5,11,2018
2018-11-06,1352,6,11,2018
2018-11-07,1379,7,11,2018
2018-11-08,1404,8,11,2018
2018-11-09,1430,9,11,2018
2018-11-10,1451,10,11,2018
2018-11-11,1468,11,11,2018
2018-11-12,1480,12,11,2018
2018-11-13,1489,13,11,2018
2018-11-14,1497,14,11,2018
2018-11-15,1498,15,11,2018
2018-11-16,1501,16,11,2018
2018-11-17,1504,17,11,2018
2018-11-18,1507,18,11,2018
2018-11-19,1509,19,11,2018
2018-11-20,1516,20,11,2018
2018-11-21,1527,21,11,2018
2018-11-22,1539,22,11,2018
2018-11-23,1552,23,11,2018
2018-11-24,1565,24,11,2018
2018-11-25,1579,25,11,2018
2018-11-26,1593,26,11,2018
2018-11-27,1607,27,11,2018
2018-11-28,1621,28,11,2018
2018-11-29,1636,29,11,2018
2018-11-30,1650,30,11,2018
2018-12-01,1667,1,12,2018
2018-12-02,1684,2,12,2018
2018-12-03,1698,3,12,2018
2018-12-04,1711,4,12,2018
2018-12-05,1724,5,12,2018
2018-12-06,1742,6,12,2018
2018-12-07,1750,7,12,2018
2018-12-08,1760,8,12,2018
2018-12-09,1769,9,12,2018
2018-12-10,1778,10,12,2018
2018-12-11,1786,11,12,2018
2018-12-12,1792,12,12,2018
2018-12-13,1798,13,12,2018
2018-12-14,1804,14,12,2018
2018-12-15,1811,15,12,2018
2018-12-16,1815,16,12,2018
2018-12-17,1821,17,12,2018
2018-12-18,1827,18,12,2018
2018-12-19,1836,19,12,2018
2018-12-20,1842,20,12,2018
2018-12-21,1848,21,12,2018
2018-12-22,1855,22,12,2018
2018-12-23,1862,23,12,2018
2018-12-24,1868,24,12,2018
2018-12-25,1876,25,12,2018
2018-12-26,1883,26,12,2018
2018-12-27,1889,27,12,2018
2018-12-28,1895,28,12,2018
2018-12-29,1900,29,12,2018
2018-12-30,1904,30,12,2018
2018-12-31,1908,31,12,2018
2019-01-01,1913,1,1,2019
2019-01-02,1918,2,1,2019
2019-01-03,1925,3,1,2019
2019-01-04,1930,4,1,2019
2019-01-05,1936,5,1,2019
2019-01-06,1940,6,1,2019
2019-01-07,1943,7,1,2019
2019-01-08,1948,8,1,2019
2019-01-09,1953,9,1,2019
2019-01-10,1956,10,1,2019
2019-01-11,1959,11,1,2019
2019-01-12,1961,12,1,2019
2019-01-13,1965,13,1,2019
2019-01-14,1966,14,1,2019
2019-01-15,1967,15,1,2019
2019-01-16,1967,16,1,2019
2019-01-17,1968,17,1,2019
2019-01-18,1968,18,1,2019
2019-01-19,1968,19,1,2019
2019-01-20,1970,20,1,2019
2019-01-21,1969,21,1,2019
2019-01-22,1969,22,1,2019
2019-01-23,1969,23,1,2019
2019-01-24,1969,24,1,2019
2019-01-25,1969,25,1,2019
2019-01-26,1970,26,1,2019
2019-01-27,1973,27,1,2019
2019-01-28,1975,28,1,2019
2019-01-29,1977,29,1,2019
2019-01-30,1979,30,1,2019
2019-01-31,1981,31,1,2019
2019-02-01,1983,1,2,2019
2019-02-02,1987,2,2,2019
2019-02-03,1990,3,2,2019
2019-02-04,1992,4,2,2019
2019-02-05,1999,5,2,2019
2019-02-06,2005,6,2,2019
2019-02-07,2007,7,2,2019
2019-02-08,2009,8,2,2019
2019-02-09,2013,9,2,2019
2019-02-10,2015,10,2,2019
2019-02-11,2017,11,2,2019
2019-02-12,2021,12,2,2019
2019-02-13,2023,13,2,2019
2019-02-14,2027,14,2,2019
2019-02-15,2031,15,2,2019
2019-02-16,2034,16,2,2019
2019-02-17,2037,17,2,2019
2019-02-18,2039,18,2,2019
2019-02-19,2041,19,2,2019
2019-02-20,2043,20,2,2019
2019-02-21,2045,21,2,2019
2019-02-22,2047,22,2,2019
2019-02-23,2048,23,2,2019
2019-02-24,2051,24,2,2019
2019-02-25,2056,25,2,2019
2019-02-26,2058,26,2,2019
2019-02-27,2060,27,2,2019
2019-02-28,2061,28,2,2019
2019-03-01,2062,1,3,2019
2019-03-02,2063,2,3,2019
2019-03-03,2065,3,3,2019
2019-03-04,2067,4,3,2019
2019-03-05,2069,5,3,2019
2019-03-06,2070,6,3,2019
2019-03-07,2070,7,3,2019
2019-03-08,2072,8,3,2019
2019-03-09,2073,9,3,2019
2019-03-10,2073,10,3,2019
2019-03-11,2076,11,3,2019
2019-03-12,2076,12,3,2019
2019-03-13,2077,13,3,2019
2019-03-14,2078,14,3,2019
2019-03-15,2079,15,3,2019
2019-03-16,2079,16,3,2019
2019-03-17,2082,17,3,2019
2019-03-18,2082,18,3,2019
2019-03-19,2082,19,3,2019
2019-03-20,2082,20,3,2019
