CodigoEstacao,Nome,telem
17395000,PCH DA FAZENDA JUSANTE,1
17395800,UHE TELES PIRES RIO APIACÁS,0
17395900,UHE SÃO MANOEL RIO APIACÁS,0
17396080,UHE SÃO MANOEL BARRAMENTO,1
17396100,UHE TELES PIRES RIO TELES PIRES JUSANTE 1,0
17397000,UHE TELES PIRES RIO SÃO BENEDITO,0
17400000,MINERAÇÃO SÃO BENEDITO,0
17410000,SANTA ROSA,0
17410100,UHE SÃO MANOEL JUSANTE 2,1
17410200,UHE TELES PIRES RIO TELES PIRES JUSANTE 2,0
17420000,TRÊS MARIAS,1
17430000,BARRA DO SÃO MANUEL,1
17435000,CHACORÃO,0
17450000,MISSÃO CURURU,0
17500000,FORTALEZA,0
17600000,PORTO ALEGRE,0
17610000,CREPORIZÃO (EX - MUNDICO COELHO),0
17620000,CPR-104,0
17640000,GARIMPO DO BATALHA,0
17650000,JATOBÁ,0
17650002,ACARÁ DO TAPAJÓS,0
17660000,NOVO PROGRESSO,0
17670000,TRAVESSÃO DO PATAUA,0
17672000,GARIMPO SURUBIM,0
17675000,JARDIM DO OURO,0
17680000,JAMANXIM,1
17685000,FAZENDA TUPINAMBA,0
17700000,BARREIRAS,0
17710000,BUBURÉ,1
17720000,BELA VISTA,0
17730000,ITAITUBA,1
17730001,ITAITUBA,1
17730002,ITAITUBA,0
17800000,FORDLÂNDIA,0
17825000,FAZENDA GOIANO,0
17830000,FAZENDA DANIEL DE CARVALHO,0
17835000,AVEIRO,0
17835400,AVEIRO,1
17835600,FORDLÂNDIA,1
17835700,PAU DA LETRA,0
17850000,SÃO BRAZ,0
17899997,SANTARÉM,1
17900000,SANTARÉM,1
17900001,SANTARÉM SEGUNDO CONJUNTO,0
17900002,SANTARÉM,0
18050000,TAPERINHA,0
18060000,FOZ DO CURUATINGA,0
18070000,ACAMPAMENTO PILOTO,0
18080000,CACADEIRA,0
18090000,FAZENDA QUINCO,0
18090100,UHE CURUÁ-UNA RIO MOJÚ,1
18100000,SÍTIO CAJUEIRO,0
18114000,UHE CURUÁ-UNA RIO MOJUÍ,1
18115000,UHE CURUÁ-UNA MONTANTE,1
18116000,UHE CURUÁ-UNA - CANAL ADUTOR,0
18116900,UHE CURUÁ-UNA BARRAMENTO,1
18118080,UHE CURUÁ-UNA,0
18119000,UHE CURUÁ-UNA JUSANTE,1
18120000,CACHOEIRA DO PALHÃO  PF-16,0
18120002,CACHOEIRA DO PALHÃO  PF-17,0
18121000,JUSANTE DA BARRAGEM - CONJ 2,0
18121002,JUSANTE DA BARRAGEM - CONJ 1,0
18121004,JUSANTE DA BARRAGEM - CONJ.3,0
18121006,BARRAGEM - CONJ.4,0
18150000,LAJEIRO,0
18170000,CACHOEIRA MOCOTO,0
18200000,ARAPARI,0
18250000,URUARÁ,0
18280000,APALAI,0
18290000,ALDEIA PURURÉ,0
18295000,PORTO PUXURI,0
18300000,FAZENDA PAQUIRA,0
18390000,ALMEIRIM,1
18400000,ARUMANDUBA,0
18407500,PCH CULUENE MONTANTE,1
18408000,PCH CULUENE BARRAMENTO,1
18408500,PCH CULUENE JUSANTE 1,1
18408900,PASSAGEM DA BR-309,0
18409000,PASSAGEM DA BR-309,1
18409200,PONTE DE PEDRA,0
18409300,PCH PARANATINGA I MONTANTE 3,0
18409350,PCH CULUENE JUSANTE 2,1
18409400,PCH PARANATINGA I MONTANTE 2,0
18409500,PCH PARANTINGA I,0
18409550,FAZENDA ROSANGELA (RET.BECK),0
18409600,PCH PARANATINGA II BARRAMENTO,1
18409650,PCH PARANATINGA II JUSANTE,1
18415000,POUSADA MATRINXA,1
18420000,FAZENDA ITAGUAÇU,0
18421000,FOZ RONURO,1
18421600,PONTE MT 423 RIO AZUL,0
18422000,RIACHO DE DEUS,1
18422400,PCH ARS MONTANTE,1
18422480,PCH ARS BARRAMENTO,1
18422500,PCH ARS JUSANTE 1,1
18422600,PCH ARS JUSANTE 2,1
18423000,CONSUL,0
18423200,TANGURU,0
18423400,FAZENDA SÃO JUDAS TADEU,0
18423500,DARRO I (Ponte Km 40),0
18423800,DARRO II (Barra do rio Darro),0
18425000,FAZENDA MARMELEIRO,0
18425200,MT-442,1
18426000,TANGURINHO  (Sítio Tangurinho),0
18426500,TURVO (Sítio novo turvo),0
18426800,BONITO  (Ribeirão Bonito),0
18427000,CÓRREGO TRINTA (BR-158  kM 30)(Próx Alô brasil),0
18428000,SANTA CRUZ DO SUIA,1
18428100,SUIÁ-MIÇU  (Brasil Novo),0
18430000,PASSAGEM BR-080,0
18435000,RIO COMANDANTE FONTOURA,1
18436000,JUSANTE RIO PRETO,0
18450000,KOKRAIMORO,0
18455000,PORTO SEGURO,0
18460000,BOA SORTE,1
18470000,UHE SÃO FÉLIX,0
18480000,FAZENDA RIO DOURADO,1
18490000,GOROTIRE,0
18495000,CAPOEIRAS,0
18500000,BOA ESPERANÇA,1
18500040,SÃO FELIX DO XINGU 1,0
18500060,SÃO FÉLIX DO XINGU 2,0
18510000,SÃO FÉLIX DO XINGU,0
18513000,JOARI,0
18514000,UHE POMBAL,0
18514080,IPIXUNA,0
18515000,SÃO JOSÉ  X-6,0
18520000,BELO HORIZONTE,0
18530000,SÃO MIGUEL X-5,0
18570040,TUCUMÃ,0
18580000,SÃO RAIMUNDO,0
18590000,MANOEL JORGE  (TERRA PRETA),1
18600000,LARANJEIRAS,1
18610000,TAPERA,0
18620000,CACHOEIRA DA LUZ,0
18620800,PCH SALTO BURITI MONTANTE 2,1
18620900,PCH SALTO BURITI MONTANTE 1,1
18620950,PCH SALTO BURITI RIO ESCORPIÃO,1
18621000,PCH BURITI - MONTANTE,0
18621100,PCH SALTO BURITI BARRAMENTO,1
18621900,PCH SALTO CURUÁ BARRAMENTO,1
18622000,PCH SALTO CURUÁ JUSANTE,1
18630000,PCH SALTO TRÊS DE MAIO BARRAMENTO,1
18630100,PCH SALTO TRÊS DE MAIO JUSANTE,1
18640000,ALDEIA BAÚ,0
18650000,CAJUEIRO,1
18670000,IRIRI I-7,0
18700000,PEDRA DO Ó,1
18810000,ILHA DA BOA VISTA - XIN-001,0
18820000,ARARAS,0
18820900,UHE BELO MONTE BARRAMENTO INTERMEDIÁRIO,1
18821000,UHE BELO MONTE MONTANTE,1
18830000,TABOCA,0
18830001,ILHA DO CANTEIRO - ME,0
18830002,EIXO ILHA DO CANTEIRO,0
18840000,BABAQUARA CONJ.1,0
18840001,BABAQUARA CONJ.2,0
18840002,BABAQUARA CONJ.3,0
18840003,BM 1,0
18840004,BM 2,0
18849080,BABAQUARA,0
18849100,UHE ALTAMIRA,0
18849140,ALTAMIRA,0
18849800,UHE BELO MONTE IGARAPÉ PANELAS,1
18850000,ALTAMIRA,1
18850002,ALTAMIRA,0
18850200,UHE BELO MONTE IGARAPÉ ALTAMIRA,1
18850400,UHE BELO MONTE IGARAPÉ CUPIÚBA,1
18850600,UHE BELO MONTE IGARAPÉ CIPÓ AMBÉ,1
18851000,TIRA DÚVIDA,0
18860000,KOATYNEMA,0
18862000,EIXO ILHA DA SERRA,0
18864000,UHE BELO MONTE BARRAMENTO,1
18865000,CANA VERDE I,0
18865001,CANA VERDE 1A,0
18865002,CANA VERDE II,0
18865003,UHE BELO MONTE MANGUEIRAS,1
18865004,ILHA DO NERIS,0
18867000,HEC I,0
18867100,HEC II,0
18867900,UHE BELO MONTE FOZ DO BACAJÁ,1
18868000,JUSANTE BACAJÁ ,0
18868100,ANAPU,0
18870000,ALDEIA BACAJÁ,0
18880000,FAZENDA CIPAÚBA,1
18885000,BARRA DO VENTO I,0
18890000,VERTEDOURO - COMPLEMENTAR,0
18900000,BELO MONTE,0
18901080,UHE BELO MONTE,0
18905000,VARADOURO,0
18910000,PIMENTAL,0
18915000,SERINGUEIRA,0
18920000,CONTRA,0
18924000,VITÓRIA DO XINGU 1,0
18925000,POSTO DO LEO,0
18930000,BOCA DE SANTO ANTÔNIO I,0
18935000,UHE BELO MONTE JUSANTE,1
18935020,VITÓRIA DO XINGU 2,0
18936000,VITÓRIA DO XINGU,1
18938001,SOUZEL,1
18940000,FAZENDA BOA ESPERANÇA,0
18950000,PORTO DE MOZ,0
18950003,PORTO DE MOZ,1
18960000,PORTO DO FRANÇA,0
19050000,MOLOCOPOTE,0
19070000,SÃO DOMINGOS DO JARI,0
19080000,CACHOEIRA DO ANCOL,0
19090000,UHE SANTO ANTÔNIO DO JARI CHAFARIZ DE CIMA,1
19093000,RIO JARI - PRÓXIMO Foz do Igarape da Santa,0
19095000,UHE SANTO ANTÔNIO DO JARI ITAPEUARA,1
19100000,IRATAPURU,0
19110000,UHE SANTO ANTÔNIO DO JARI IRATAPURU,1
19140000,FOZ DO RIO IRATAPURU,0
19150000,SÃO FRANCISCO,0
19150500,UHE SANTO ANTÔNIO DO JARI RESERVATÓRIO 2,0
19150800,UHE SANTO ANTÔNIO DO JARI MORENO,1
19150840,UHE SANTO ANTÔNIO DO JARI RESERVATÓRIO 1,0
19150900,UHE SANTO ANTÔNIO DO JARI CACHOEIRA,1
19151000,UHE SANTO ANTÔNIO DO JARI BARRAMENTO,1
19151500,UHE SANTO ANTÔNIO DO JARI JUSANTE,1
19152000,LARANJAL DO JARI MONTANTE,0
19152490,PONTA LESTE DA ORLA DO JARI,0
19152500,LARANJAL DO JARI,1
19153000,LARANJAL DO JARI - JUSANTE,0
19153100,FOZ DO RIO ARAPIRANGA,0
19154000,VITÓRIA DO JARI - MONTANTE,0
19154010,PORTO AO LADO DA JARI CELULOSE,0
19155000,VITÓRIA DO JARI - JUSANTE,0
19156000,JARILÂNDIA,0
19200000,SÃO PEDRO,0
19201000,RIO CAJARI - Montante da Foz do rio Boca do Braço ,0
19202000,FOZ DO RIO BOCA DO BRAÇO,0
19203000,FOZ DO RIO CAJARI,0
19204000,FOZ DO RIO MURIACA,0
19210000,FOZ DO RIO ARIRAMBA,0
19220000,FOZ DO RIO AJURUXI,0
19221000,RIO VILA NOVA - Próx. Furo do Mazagão,0
19222000,FURO DO MAZAGÃO,0
19222050,PONTE DE CONCRETO DO RIO VILA NOVA,0
19222100,PONTE DO RIO ANAUERAPUCU,0
19223000,FOZ DO RIO CAMAIPI,0
19224000,RIO VILA NOVA - Montante da Ponte da BR-156,0
19225000,RIO VILA NOVA - Próx. Mineração Vila Nova,0
19230000,RIO MARACÁ,0
19231000,IGARAPÉ DO LAGO,0
19232000,FOZ DO RIO MARACÁ,0
19240000,RIO PRETO,0
19241000,FOZ DO IGARAPÉ DO BREU - RIO PRETO,0
19242000,FOZ DO RIO PRETO,0
19244000,BALNEÁRIO DE MAZAGÃO VELHO,0
19300000,PANCADA,0
19300050,PONTE DO RIO MARACÁ,0
19400000,ACAMPAMENTO BACURI,0
19490000,PORTO DE SANTANA,0
19490010,CAPTAÇÃO DO ABASTECIMENTO DE SANTANA,0
19490100,PORTO DA FLORA,0
19500000,MACAPÁ,1
19500001,CAPTAÇÃO DO ABASTECIMENTO DE MACAPÁ,0
19510000,PONTA DO CÉU,0
19520000,SÃO MARCOS,0
19540000,SACRARIO,0
19560000,ANAJÁS,0
19600000,CURRALINHO,0
19700000,JENIPAPO,0
19720000,TUYUYU,0
19740000,CASA DO SOLDADO,0
19780000,TUCUNARÉ,0
19800000,CACHOEIRA DO ARARI,0
19820000,SEÇÃO DE CACHOEIRA,0
19840000,SANTANA DO ARARI,0
19900000,CÂMARA,0
19950000,FAZENDA SANTO ANTÔNIO,0
19970000,PIRANHAS,0
19980000,CAIÇARA,0
19985000,PACAJÁS,1
20000900,RIO MARANHÃO,0
20000950,RIBEIRÃO PALMEIRAS,0
20001000,MARANHÃO FAZENDA CHIBATA,0
20001050,SONHEM,1
20001090,CONTAGEM MONT. CAPTAÇÃO - EPCT-001,0
20001100,CONTAGEM JUS. CAPTAÇÃO - EPCT-001,0
20001130,CONTAGEM - RUA DO MATO,0
20001140,RUA DO MATO,0
20001145,MONTANTE ETE FERCAL,0
20001150,ENGENHO VELHO - DF 150,0
20001160,FAZENDA SANTANA,0
20001200,CONTAGEM - VC 201,1
20001300,SALINAS,0
20001400,PALMA,1
20001500,PALMA - FAZENDA BIBOCA,0
20008000,RIO DO SAL,1
20009000,SAL -  FAZENDA MONTE HOREBE,0
20010000,SAL - EIXO I - FAZ. RODA VELHA,0
20012800,JUSANTE ETE BRAZLÂNDIA,0
20012850,MONTANTE ETE BRAZLÂNDIA,0
20012904,RIO VERDE MONTANTE PAULISTA - PT 04,0
20013000,CÓRREGO PAULISTA,0
20013001,COR. PAULISTA LANÇAM. ÁGUAS LINDAS  - PT 01,0
20013002,CÓRREGO PAULISTA PONTE - PT 02,0
20013003,CÓRREGO PAULISTAMONT. VERDE - PT 03,0
20013008,CÓRREGO PAULISTA - PT 05,0
20014000,VERDE- JUSANTE PAULISTA,0
20015000,RIO VERDE - JUSANTE CUIABA,0
20016000,VERDE_COCALZINHO - GO 230,0
20016900,BR-080 - FAZ. CACHOEIRA,0
20017000,MONTANTE PONTE DF-128,0
20020000,PRÓXIMO PADRE BERNARDO,0
20050000,PONTE QUEBRA LINHA,0
20050001,BR-414 - QUEBRA-LINHA,0
20050050,UHE SERRA DA MESA RIO MARANHÃO,1
20050070,BR-080/ 435,0
20050080,MARANHÃO,0
20090000,AHE PORTEIRAS,0
20090010,UHE SERRA DA MESA PORTEIRAS SANTA BÁRBARA,1
20090060,PORTEIRAS,0
20095000,RIO DAS ALMAS (Pirenópolis),0
20096000,RIO DAS ALMAS,0
20096010,PIRENÓPOLIS,0
20096020,CAMPING RAÍZES,0
20097000,BR-070,0
20100000,JARAGUÁ,1
20100005,JARAGUÁ,0
20100010,JARAGUÁ - PONTE DA BR-153,0
20110900,PCH CACHOEIRA DO LAVRINHA MONTANTE,1
20111000,SANTA TEREZA DO TOCANTINS,0
20120000,PCH CACHOEIRA DO LAVRINHA BARRAMENTO,1
20130000,PCH CACHOEIRA DO LAVRINHA JUSANTE,1
20140000,MATO GRANDE MONTANTE ETE BRASLÂNDIA,0
20147010,RIBEIRÃO DOIS IRMÃOS,0
20150000,FAZENDA NOVO URU,0
20150100,GO-522 - CALCILÂNDIA,0
20161000,VILA PROPÍCIO,0
20200000,URUANA,1
20200001,GO-154,0
20200010,UHE SERRA DA MESA RIO URU,0
20230000,CAPTAÇÃO ANDA SÓ - GOIANÉSIA,0
20249500,GO-483/ GO-230,0
20250000,UHE SERRA DA MESA CERES,1
20250100,GO-230 - JARAGUÁ,0
20251000,BR-153 - JARDIM PAULISTA,0
20300000,SÃO PATRÍCIO,0
20489000,AHE BURITI QUEIMADO,0
20489060,BURITI QUEIMADO,0
20489100,UHE SERRA DA MESA FAZENDA CAJUPIRA,1
20490000,COLÔNIA DOS AMERICANOS,0
20500000,PORTO URUAÇU,0
20600000,MARANHÃO MONT (BRASILINHA),0
20601000,MARANHÃO JUS. (FAZ.PALMEIRAS),0
20699000,UHE SERRA DA MESA MUQUEM VAU DA ONÇA,1
20700000,PORTO RIO BAGAGEM,0
20790000,CONTAGEM,0
20800000,SANSÃO (ENGENHO),0
20895080,PCH INV MIRADOR,0
20899000,SÃO LUIZ DO TOCANTINS,0
20900000,TOCANTINZINHO,0
20919000,UHE SERRA DA MESA RESERVATÓRIO,0
20920000,AHE SÃO FÉLIX - S.MESA MONT,0
20920010,AHE SÃO FÉLIX - MIRA N,0
20920020,AHE SÃO FÉLIX - MIRA M,0
20920024,AHE SÃO FÉLIX - MIRA C,0
20920026,AHE SÃO FÉLIX - MIRA D,0
20920030,AHE SÃO FÉLIX - MIRA L,0
20920040,AHE SÃO FÉLIX - MIRA H,0
20920050,AHE SÃO FÉLIX - MIRA K,0
20920060,AHE SÃO FÉLIX - MIRA G,0
20920065,AHE SÃO FÉLIX - MIRA E,0
20920070,AHE SÃO FÉLIX - MIRA J,0
20920080,UHE SERRA DA MESA BARRAMENTO,1
20920085,AHE SÃO FÉLIX - MIRA I,0
20920090,AHE SÃO FÉLIX - MIRA P,0
20930000,AHE SÃO FÉLIX - MIRA O / RUBÃO,0
20930001,AHE SÃO FÉLIX - MIRA O / MONT,0
20930002,AHE SÃO FÉLIX - MIRA O / JUS,0
20930010,AHE SÃO FÉLIX - MIRA F / 3 MORROS,0
20950000,PONTE RIO PRETO,0
20980000,UHE CANA BRAVA RIO PRETO,1
21030000,UHE CANA BRAVA RIO BONITO,1
21040000,UHE CANA BRAVA RIO SÃO FELIX,1
21050000,SÃO FÉLIX (A/B),0
21050010,AHE SÃO FÉLIX - MIRA A / S. FÉLIX,0
21050020,AHE SÃO FÉLIX - MIRA B / S. FÉLIX,0
21050021,AHE SÃO FÉLIX - MIRA B / MONT,0
21050022,AHE SÃO FÉLIX - MIRA B / JUS,0
21050025,UHE CANA BRAVA RESERVATÓRIO 2,0
21050028,UHE CANA BRAVA RESERVATÓRIO 1,0
21050030,AHE SÃO FÉLIX - CB-1,0
21050040,AHE SÃO FÉLIX - CB-2,0
21050050,AHE SÃO FÉLIX - MIRA R,0
21050060,AHE SÃO FÉLIX - CB-4,0
21050070,AHE SÃO FÉLIX - CB-5,0
21050080,UHE CANA BRAVA BARRAMENTO,1
21050085,AHE SÃO FÉLIX - MIRA S,0
21050090,AHE SÃO FÉLIX - MIRA T,0
21050100,AHE SÃO FÉLIX - MIRA U,0
21050110,AHE SÃO FÉLIX - CB-6,0
21050120,AHE SÃO FÉLIX - CB-7,0
21050130,AHE SÃO FÉLIX - CB-8,0
21050140,AHE SÃO FÉLIX - MIRA X,0
21050150,MIRA X,0
21050160,FAZENDA COLORADO,0
21050200,UHE SÃO SALVADOR RIO CANA BRAVA,1
21060000,UHE SÃO SALVADOR RESERVATÓRIO,0
21062000,PALMEIRÓPOLIS,0
21070000,UHE SÃO SALVADOR BARRAMENTO,0
21080000,UHE SÃO SALVADOR BARRAMENTO,1
21100000,FAZENDA BRECHO,0
21150100,UHE SÃO SALVADOR RIO MUCAMBÃO,1
21160100,UHE SÃO SALVADOR RIO CUSTÓDIO,1
21163100,UHE SÃO SALVADOR RIBEIRÃO MUCAMBINHO,1
21210000,FAZENDA ESPÍRITO SANTO,1
21210001,GO-484 - FORMOSA,0
21210200,PROJETO FLORES DE GOIÁS MONTANTE,0
21210250,PROJETO FLORES DE GOIÁS BARRAMENTO,0
21215000,GO-020 - FORMOSA,0
21220000,FLORES DE GOIÁS,1
21220001,GO-236 - FLORES DE GOIÁS,0
21250000,PCH MAMBAÍ II JUSANTE DA PONTE DO RIO CORRENTE,1
21268000,PCH MAMBAÍ II MONTANTE,1
21270000,PCH MAMBAÍ II BARRAMENTO,1
21272000,PCH MAMBAÍ II JUSANTE,1
21273000,PCH PIARUCUM MONTANTE,1
21273100,CGH SIRIVERA MONTANTE,1
21273300,CGH SIRIVERA BARRAMENTO,1
21273500,CGH PALMEIRAS BARRAMENTO,1
21273550,CGH SUCURI JUSANTE,1
21273600,CGH PALMEIRAS JUSANTE,1
21274000,PCH PIARUCUM BARRAMENTO,1
21280000,UHE MAMBAI - JUSANTE,0
21282010,TAGUATINGA,0
21287000,PCH RIACHÃO BARRAMENTO,1
21289000,PCH RIACHÃO JUSANTE,1
21290000,PCH SANTA EDWIGES I,0
21291000,PCH SANTA EDWIGES II BARRAMENTO,1
21291100,PCH SANTA EDWIGES II JUSANTE,1
21291500,PCH SANTA EDWIGES III BARRAMENTO,1
21292000,PCH SANTA EDWIGES III JUSANTE,1
21300000,ALVORADA DO NORTE,0
21300100,PCH ALVORADA DO NORTE,0
21500000,NOVA ROMA (FAZ.SUCURI),1
21510000,PONTE SÃO MATEUS,0
21539000,PCH GALHEIROS I MONTANTE,1
21540000,PCH GALHEIROS I BARRAMENTO,1
21545000,PCH SÃO DOMINGOS MONTANTE,1
21550000,SÃO DOMINGOS,0
21550100,PCH SÃO DOMINGOS BARRAMENTO,1
21550500,PCH SÃO DOMINGOS II BARRAMENTO,1
21550900,PARANÃ,0
21551000,PCH SÃO DOMINGOS,0
21551100,PCH SÃO DOMINGOS II JUSANTE,1
21560000,FAZENDA VENEZA,0
21580000,SÃO VICENTE,0
21600000,UHE PEIXE ANGICAL PONTE PARANÃ,1
21600025,AHE BOA VISTA - MIRA E,0
21600030,AHE BOA VISTA - MIRA F,0
21600035,AHE BOA VISTA - MIRA G,0
21600040,AHE BOA VISTA - MIRA H,0
21600045,AHE BOA VISTA - MIRA I,0
21600050,AHE BOA VISTA - MIRA J,0
21600055,AHE BOA VISTA - MIRA K,0
21600060,AHE BOA VISTA - MIRA L,0
21600065,AHE BOA VISTA - MIRA M,0
21600070,AHE BOA VISTA - MIRA  N,0
21610000,CACH DO FUNIL - 1 KM A JUS,0
21620000,4 KM JUS CACH DO FUNIL,0
21620080,FOZ DO BEZERRA,0
21630000,BARRAMENTO JUSANTE,0
21632000,JUSANTE FOZ DO RIO BEZERRA,0
21639080,SÃO DOMINGOS,0
21650000,MONTANTE DA BARRA DO PALMA,0
21660000,UHE PEIXE ANGICAL FAZENDA VISÃO DA SANTANA,1
21740000,UHE MOSQUITO,0
21750000,LAVANDEIRA,0
21752000,AURORA,0
21754000,COMBINADO,0
21758000,AURORA DO TOCANTINS,1
21760000,NOVO ALEGRE,0
21760080,UHE SOBRADO - MONTANTE,0
21761000,PCH SOBRADO MONTANTE,1
21762000,PCH SOBRADO BARRAMENTO,1
21769000,TAGUATINGA,0
21770080,CGH TAGUATINGA MONTANTE,1
21780000,PONTE ALTA DO BOM JESUS,0
21780080,PCH AGRO TRAFO RIO PONTE ALTA,1
21780100,TAIPAS,0
21780170,PCH AGRO TRAFO MONTANTE 2,0
21780175,NOVO JARDIM,0
21780180,PCH AGRO TRAFO MONTANTE,1
21780185,PCH AGRO TRAFO BARRAMENTO,0
21780190,PCH AGRO TRAFO JUSANTE,0
21780200,PCH ÁGUA LIMPA BARRAMENTO,1
21780210,PCH ÁGUA LIMPA JUSANTE,1
21780240,PCH AREIA BARRAMENTO,1
21780250,PCH AREIA JUSANTE,1
21780260,PCH DOIDO BARRAMENTO,1
21780265,PCH DOIDO JUSANTE,1
21780270,PCH DIACAL II MONTANTE,1
21780275,PCH DIACAL II BARRAMENTO,1
21780280,PCH DIACAL - JUSANTE,0
21800000,PARANÃ (PRADA),0
21800010,BARRA RIO PARANÃ,1
21810000,PCH SÍTIO CAETANA (LARROSA & SANTOS),0
21811000,PCH PORTO FRANCO RESERVATÓRIO 2,0
21812000,PCH PORTO FRANCO RESERVATÓRIO 1,0
21815000,PCH PORTO FRANCO BARRAMENTO,1
21820000,PCH PORTO FRANCO JUSANTE,1
21829000,PCH BOA SORTE BARRAMENTO,1
21830000,PCH BOA SORTE JUSANTE,1
21835000,PCH RIACHO PRETO BARRAMENTO,1
21836000,PCH RIACHO PRETO JUSANTE,1
21836800,PCH LAGOA GRANDE RESERVATÓRIO 1,0
21837000,PCH LAGOA GRANDE RIBEIRÃO DO INFERNO,1
21838000,PCH LAGOA GRANDE RESERVATÓRIO 2,0
21840000,PCH SÍTIO LAGOA GRANDE JUSANTE,0
21841000,PCH LAGOA GRANDE RESERVATÓRIO 3,0
21842000,PCH LAGOA GRANDE BARRAMENTO,1
21843000,PCH LAGOA GRANDE JUSANTE,1
21844900,RIO PALMEIRAS - TAIPAS,1
21845000,PONTE ALTA DO BOM JESUS,0
21850000,UHE PEIXE ANGICAL RIO DA PALMA,1
21851000,CONCEIÇÃO DO TOCANTINS,0
21858000,FAZENDA IPUEIRA DA CANOA,0
21859000,PARANÃ,0
21859500,ARRAIAS,0
21860000,UHE PEIXE ANGICAL FAZENDA NOVA AREIA,1
21860001,PARANÃ,0
21890000,BARRA DO PALMA,0
21891000,BARRA DE PALMAS,1
21891001,PARANÃ,0
21900000,PARANÃ,0
22030005,AHE PEIXE - ESCONDIDO,0
22030010,AHE PEIXE - CRUZEIRO,0
22030015,AHE PEIXE - SÃO LUÍS,0
22030020,AHE PEIXE - MIRA A,0
22030025,AHE PEIXE - MIRA B,0
22030030,AHE PEIXE - MIRA C,0
22030035,AHE PEIXE - MIRA D,0
22030040,AHE PEIXE - MIRA E,0
22030045,AHE PEIXE - MIRA F,0
22030050,AHE PEIXE - MIRA G,0
22030055,AHE PEIXE - MIRA H,0
22030060,AHE PEIXE - MIRA I,0
22030065,AHE PEIXE - MIRA J,0
22030070,AHE PEIXE - JATOBÁ,0
22040000,FAZENDA ANGICAL,0
22042220,UHE PEIXE ANGICAL RESERVATÓRIO 2,0
22042240,UHE PEIXE ANGICAL RESERVATÓRIO 3,0
22042260,UHE PEIXE ANGICAL RESERVATÓRIO 4,0
22042280,UHE PEIXE ANGICAL RESERVATÓRIO 5,0
22042300,UHE PEIXE ANGICAL RESERVATÓRIO 6,0
22042315,UHE PEIXE ANGICAL FAZENDA BARREIRO,1
22042320,UHE PEIXE ANGICAL RESERVATÓRIO 7,0
22042340,UHE PEIXE ANGICAL RESERVATÓRIO 8,0
22042360,UHE PEIXE ANGICAL RESERVATÓRIO 9,0
22042380,UHE PEIXE ANGICAL RESERVATÓRIO 10,0
22042400,UHE PEIXE ANGICAL RESERVATÓRIO 11,0
22042440,UHE PEIXE ANGICAL RESERVATÓRIO 12,0
22042500,UHE PEIXE ANGICAL RESERVATÓRIO 1,0
22042550,UHE PEIXE ANGICAL RESERVATÓRIO 13,0
22042570,UHE PEIXE ANGICAL RESERVATÓRIO 14,0
22043000,UHE PEIXE ANGICAL BARRAMENTO,1
22045000,UHE PEIXE ANGICAL JUSANTE,1
22050001,PEIXE,1
22100000,COLONHA,1
22100001,PEIXE,0
22110000,ALVORADA,0
22120900,ALVORADA,0
22130000,FAZENDA SALINA,0
22140000,SÃO VALÉRIO,1
22150000,JACINTO,0
22150900,GURUPI,0
22151000,UHE LUÍS EDUARDO MAGALHÃES JACINTO,1
22151100,MONTE DO CARMO,0
22152000,UHE LUÍS EDUARDO MAGALHÃES ÁGUA SUJA,0
22152100,PORTO NACIONAL,0
22153000,FIGUEIRÓPOLIS,0
22155000,FIGUEIRÓPOLIS,0
22160000,GURUPI,1
22166000,PIUM,0
22168000,ALIANÇA,0
22170000,RIO CRIXÁS,1
22170100,BREJINHO DE NAZARE,0
22173000,UHE LUÍS EDUARDO MAGALHÃES CRIXÁS,0
22180000,SILVANÓPOLIS,0
22184000,RIO DA CONCEIÇÃO,0
22184100,PCH MANUEL ALVES MONTANTE,1
22184200,PCH MANUEL ALVES BARRAMENTO,1
22184210,PCH MANUEL ALVES JUSANTE,1
22185000,RIO MANUEL ALVES DA NATIVIDADE,0
22186000,RIO MANUEL ALVES - PORTO ALEGRE DO TO,1
22189995,PORTO ALEGRE DO TO,1
22190000,PORTO ALEGRE,0
22195000,DIANÓPOLIS,0
22199000,PCH DIANÓPOLIS MONTANTE,0
22199500,PCH DIANÓPOLIS BARRAMENTO,1
22200080,PCH DIANÓPOLIS JUSANTE,1
22210000,NATIVIDADE,0
22219000,NATIVIDADE,0
22220000,PORTO JERÔNIMO - FAZ. PIRACICABA,1
22220001,UHE LUÍS EDUARDO MAGALHÃES JERÔNIMO,1
22223000,FAZENDA MARIANA,0
22224000,SÃO VALÉRIO,0
22225080,PCH AGRO TRAFO RIO BAGAGEM,1
22226000,NATIVIDADE,0
22228000,FAZENDA BARRA NOVA,0
22230050,NATIVIDADE 2,0
22230060,SANTA ROSA DO TOCANTINS,0
22240000,GURUPI,0
22241000,RIO DO PEIXE - ALMAS - TO,1
22250000,FAZENDA LOBEIRA,1
22255000,FORMOSO DO ARAGUAIA,0
22257000,SANTA ROSA DO TOCANTINS,0
22260000,SANTA ROSA,0
22270000,IPUEIRAS,0
22270100,IPUEIRAS,0
22280000,IPUEIRAS,0
22281000,UHE LUÍS EDUARDO MAGALHÃES IPUEIRAS,1
22300000,UHE LUÍS EDUARDO MAGALHÃES JURUPARY,1
22310000,PINDORAMA,0
